filename,label,weight
cardboard_001.jpg,0,51.18
cardboard_002.jpg,0,38.53
cardboard_003.jpg,0,42.9
cardboard_005.jpg,0,56.91
cardboard_006.jpg,0,50.58
cardboard_007.jpg,0,48.22
cardboard_009.jpg,0,35.36
cardboard_010.jpg,0,46.08
cardboard_011.jpg,0,41.96
cardboard_012.jpg,0,39.21
cardboard_014.jpg,0,35.98
cardboard_016.jpg,0,33.37
cardboard_017.jpg,0,46.5
cardboard_018.jpg,0,49.05
cardboard_019.jpg,0,30.41
cardboard_020.jpg,0,31.93
cardboard_022.jpg,0,35.81
cardboard_023.jpg,0,38.19
cardboard_024.jpg,0,30.54
cardboard_025.jpg,0,51.47
cardboard_027.jpg,0,42.06
cardboard_029.jpg,0,36.12
cardboard_030.jpg,0,42.91
cardboard_031.jpg,0,48.52
cardboard_032.jpg,0,50.12
cardboard_033.jpg,0,43.4
cardboard_034.jpg,0,40.61
cardboard_035.jpg,0,37.56
cardboard_036.jpg,0,45.47
cardboard_039.jpg,0,35.77
cardboard_040.jpg,0,36.46
cardboard_041.jpg,0,58.21
cardboard_042.jpg,0,41.73
cardboard_044.jpg,0,54.72
cardboard_045.jpg,0,44.4
cardboard_046.jpg,0,39.2
cardboard_047.jpg,0,55.06
cardboard_049.jpg,0,46.06
cardboard_050.jpg,0,41.68
cardboard_051.jpg,0,57.96
cardboard_052.jpg,0,39.5
cardboard_054.jpg,0,51.45
cardboard_055.jpg,0,55.98
cardboard_056.jpg,0,44.22
cardboard_057.jpg,0,30.05
cardboard_058.jpg,0,30.81
cardboard_059.jpg,0,40.2
cardboard_060.jpg,0,34.57
cardboard_061.jpg,0,46.44
cardboard_062.jpg,0,30.82
cardboard_063.jpg,0,37.97
cardboard_064.jpg,0,35.75
cardboard_065.jpg,0,56.33
cardboard_066.jpg,0,38.91
cardboard_067.jpg,0,34.51
cardboard_068.jpg,0,58.37
cardboard_069.jpg,0,49.18
cardboard_070.jpg,0,35.73
cardboard_073.jpg,0,47.07
cardboard_074.jpg,0,31.4
cardboard_077.jpg,0,35.82
cardboard_078.jpg,0,48.4
cardboard_079.jpg,0,52.66
cardboard_080.jpg,0,59.55
cardboard_081.jpg,0,54.91
cardboard_082.jpg,0,39.07
cardboard_083.jpg,0,50.45
cardboard_084.jpg,0,45.74
cardboard_085.jpg,0,56.26
cardboard_086.jpg,0,41.9
cardboard_088.jpg,0,36.94
cardboard_089.jpg,0,53.53
cardboard_091.jpg,0,30.99
cardboard_093.jpg,0,38.54
cardboard_094.jpg,0,43.56
cardboard_096.jpg,0,42.02
cardboard_097.jpg,0,58.32
cardboard_098.jpg,0,57.91
cardboard_099.jpg,0,52.76
cardboard_100.jpg,0,35.46
cardboard_101.jpg,0,45.95
cardboard_102.jpg,0,36.72
cardboard_103.jpg,0,47.68
cardboard_106.jpg,0,43.78
cardboard_107.jpg,0,45.14
cardboard_108.jpg,0,42.21
cardboard_110.jpg,0,56.18
cardboard_112.jpg,0,49.83
cardboard_113.jpg,0,57.53
cardboard_115.jpg,0,45.85
cardboard_116.jpg,0,33.43
cardboard_117.jpg,0,54.07
cardboard_118.jpg,0,52.19
cardboard_120.jpg,0,44.68
cardboard_121.jpg,0,54.55
cardboard_122.jpg,0,30.27
cardboard_123.jpg,0,51.45
cardboard_124.jpg,0,47.63
cardboard_125.jpg,0,42.27
cardboard_128.jpg,0,58.85
cardboard_130.jpg,0,41.88
cardboard_131.jpg,0,50.92
cardboard_132.jpg,0,49.71
cardboard_133.jpg,0,59.11
cardboard_134.jpg,0,52.2
cardboard_137.jpg,0,52.06
cardboard_139.jpg,0,48.78
cardboard_140.jpg,0,46.01
cardboard_141.jpg,0,56.29
cardboard_147.jpg,0,44.15
cardboard_149.jpg,0,57.08
cardboard_150.jpg,0,47.71
cardboard_152.jpg,0,50.2
cardboard_154.jpg,0,45.93
cardboard_157.jpg,0,49.46
cardboard_158.jpg,0,31.77
cardboard_160.jpg,0,32.5
cardboard_163.jpg,0,31.46
cardboard_164.jpg,0,36.2
cardboard_165.jpg,0,42.93
cardboard_166.jpg,0,50.24
cardboard_167.jpg,0,41.04
cardboard_168.jpg,0,32.24
cardboard_169.jpg,0,58.2
cardboard_170.jpg,0,59.48
cardboard_172.jpg,0,32.25
cardboard_174.jpg,0,55.06
cardboard_175.jpg,0,47.28
cardboard_177.jpg,0,36.13
cardboard_178.jpg,0,59.36
cardboard_179.jpg,0,32.04
cardboard_181.jpg,0,55.38
cardboard_183.jpg,0,49.76
cardboard_185.jpg,0,37.34
cardboard_186.jpg,0,40.78
cardboard_187.jpg,0,56.64
cardboard_189.jpg,0,53.58
cardboard_191.jpg,0,41.96
cardboard_193.jpg,0,50.19
cardboard_194.jpg,0,55.0
cardboard_195.jpg,0,51.95
cardboard_196.jpg,0,31.26
cardboard_197.jpg,0,47.13
cardboard_198.jpg,0,31.79
cardboard_201.jpg,0,41.46
cardboard_204.jpg,0,37.26
cardboard_205.jpg,0,56.94
cardboard_206.jpg,0,53.39
cardboard_207.jpg,0,52.83
cardboard_208.jpg,0,59.96
cardboard_212.jpg,0,51.41
cardboard_216.jpg,0,37.18
cardboard_217.jpg,0,36.36
cardboard_218.jpg,0,50.38
cardboard_219.jpg,0,38.66
cardboard_220.jpg,0,43.12
cardboard_221.jpg,0,47.99
cardboard_222.jpg,0,50.29
cardboard_223.jpg,0,33.7
cardboard_224.jpg,0,59.01
cardboard_227.jpg,0,47.89
cardboard_228.jpg,0,53.51
cardboard_230.jpg,0,39.41
cardboard_232.jpg,0,37.44
cardboard_233.jpg,0,35.4
cardboard_234.jpg,0,53.46
cardboard_235.jpg,0,33.59
cardboard_237.jpg,0,32.98
cardboard_239.jpg,0,30.65
cardboard_241.jpg,0,46.64
cardboard_242.jpg,0,50.02
cardboard_244.jpg,0,51.44
cardboard_245.jpg,0,41.38
cardboard_246.jpg,0,56.71
cardboard_250.jpg,0,56.85
cardboard_253.jpg,0,54.55
cardboard_256.jpg,0,32.32
cardboard_257.jpg,0,32.56
cardboard_258.jpg,0,54.77
cardboard_259.jpg,0,34.69
cardboard_260.jpg,0,35.1
cardboard_261.jpg,0,46.88
cardboard_262.jpg,0,59.17
cardboard_264.jpg,0,32.0
cardboard_266.jpg,0,40.51
